Figure 5 data,,WE Area,1.036141239,cm^2,,,,,,,,,,,,,
0.1 V/s,,,0.2 V/s,,,0.3 V/s,,,0.5 V/s,,,0.7 V/s,,,1.0 V/s,,
-0.589905,-0.00120189,-1.159967343,-0.589905,-0.00121762,-1.175148671,-0.589905,-0.00205596,-1.984246859,-0.589905,-0.00276767,-2.67113198,-0.589905,-0.0033377,-3.221278985,-0.589905,-0.00449605,-4.339225029
-0.590973,-0.00120169,-1.159774319,-0.590973,-0.00122234,-1.179704034,-0.590973,-0.0020578,-1.986022679,-0.590973,-0.00275475,-2.658662637,-0.590973,-0.00334315,-3.226538886,-0.590973,-0.0044959,-4.339080261
-0.592041,-0.00120175,-1.159832226,-0.592041,-0.00122328,-1.180611246,-0.592041,-0.00205338,-1.981756851,-0.592041,-0.00274446,-2.648731559,-0.592041,-0.00333224,-3.216009433,-0.592041,-0.00449576,-4.338945145
-0.593109,-0.00120285,-1.160893857,-0.593109,-0.00122308,-1.180418222,-0.593109,-0.00205445,-1.982789529,-0.593109,-0.00274802,-2.652167384,-0.593109,-0.00333759,-3.221172822,-0.593109,-0.00450365,-4.346559937
-0.594177,-0.00120461,-1.162592467,-0.594177,-0.00121893,-1.176412977,-0.594177,-0.00205925,-1.987422102,-0.594177,-0.00274405,-2.64833586,-0.594177,-0.00333539,-3.219049559,-0.594177,-0.00450862,-4.35135658
-0.595245,-0.00120646,-1.164377938,-0.595245,-0.00121498,-1.172600755,-0.595245,-0.00206365,-1.991668627,-0.595245,-0.00273405,-2.638684666,-0.595245,-0.00333487,-3.218547697,-0.595245,-0.00451265,-4.355246011
-0.596313,-0.00120834,-1.166192363,-0.596313,-0.00121364,-1.171307495,-0.596313,-0.0020599,-1.98804943,-0.596313,-0.00272689,-2.631774411,-0.596313,-0.00333934,-3.222861781,-0.596313,-0.00451688,-4.359328466
-0.597382,-0.00120933,-1.167147831,-0.597382,-0.00121554,-1.173141222,-0.597382,-0.00206498,-1.992952236,-0.597382,-0.00273592,-2.640489439,-0.597382,-0.00333678,-3.220391075,-0.597382,-0.00452042,-4.362744989
-0.59845,-0.00120971,-1.167514576,-0.59845,-0.00122028,-1.177715888,-0.59845,-0.00207154,-1.999283419,-0.59845,-0.0027486,-2.652727153,-0.59845,-0.00334955,-3.23271565,-0.59845,-0.00453174,-4.37367014
-0.599518,-0.00121014,-1.167929577,-0.599518,-0.00122535,-1.182609043,-0.599518,-0.00206942,-1.997237366,-0.599518,-0.00274679,-2.650980287,-0.599518,-0.00334826,-3.231470646,-0.599518,-0.00453074,-4.372705021
-0.600586,-0.00121106,-1.168817487,-0.600586,-0.00122829,-1.185446494,-0.600586,-0.00207142,-1.999167605,-0.600586,-0.00274898,-2.653093898,-0.600586,-0.003352,-3.235080192,-0.600586,-0.00453267,-4.374567701
-0.601654,-0.00121292,-1.170612609,-0.601654,-0.00122813,-1.185292075,-0.601654,-0.0020795,-2.00696577,-0.601654,-0.00276222,-2.665872079,-0.601654,-0.00335617,-3.23910474,-0.601654,-0.00453979,-4.381439351
-0.602722,-0.00121496,-1.172581453,-0.602722,-0.00122712,-1.184317305,-0.602722,-0.0020795,-2.00696577,-0.602722,-0.00277483,-2.678042234,-0.602722,-0.00335193,-3.235012634,-0.602722,-0.00454472,-4.38619739
-0.60379,-0.00121634,-1.173913318,-0.60379,-0.00122567,-1.182917882,-0.60379,-0.00207953,-2.006994723,-0.60379,-0.00277694,-2.680078636,-0.60379,-0.00335387,-3.236884965,-0.60379,-0.00455001,-4.391302871
-0.604858,-0.00121704,-1.174588901,-0.604858,-0.00122608,-1.183313581,-0.604858,-0.00208189,-2.009272405,-0.604858,-0.00277574,-2.678920493,-0.604858,-0.00335437,-3.237367525,-0.604858,-0.00454868,-4.390019263
-0.605927,-0.00121676,-1.174318668,-0.605927,-0.00122786,-1.185031493,-0.605927,-0.00208122,-2.008625775,-0.605927,-0.00277506,-2.678264212,-0.605927,-0.00335595,-3.238892414,-0.605927,-0.00454561,-4.387056346
-0.606995,-0.00121628,-1.173855411,-0.606995,-0.00123266,-1.189664066,-0.606995,-0.00207551,-2.003114943,-0.606995,-0.00278299,-2.685917609,-0.606995,-0.00334768,-3.230910876,-0.606995,-0.00454497,-4.38643867
-0.608063,-0.00121642,-1.173990527,-0.608063,-0.00123842,-1.195223154,-0.608063,-0.00207767,-2.005199601,-0.608063,-0.00279073,-2.693387633,-0.608063,-0.00334823,-3.231441692,-0.608063,-0.00454191,-4.383485404
-0.609131,-0.00121707,-1.174617855,-0.609131,-0.00123945,-1.196217227,-0.609131,-0.00208765,-2.014831493,-0.609131,-0.00278455,-2.687423195,-0.609131,-0.00335732,-3.240214627,-0.609131,-0.00453578,-4.377569223
-0.610199,-0.00121819,-1.175698789,-0.610199,-0.00123695,-1.193804428,-0.610199,-0.0020844,-2.011694855,-0.610199,-0.0027758,-2.6789784,-0.610199,-0.00335514,-3.238110667,-0.610199,-0.00453655,-4.378312364
-0.611267,-0.00121965,-1.177107863,-0.611267,-0.00123535,-1.192260237,-0.611267,-0.00208228,-2.009648801,-0.611267,-0.00278075,-2.683755741,-0.611267,-0.00336773,-3.25026152,-0.611267,-0.00454329,-4.384817269
-0.612335,-0.00122052,-1.177947517,-0.612335,-0.00123199,-1.189017436,-0.612335,-0.00208703,-2.014233119,-0.612335,-0.00278835,-2.691090648,-0.612335,-0.00337608,-3.258320267,-0.612335,-0.00455274,-4.393937647
-0.613403,-0.00122087,-1.178285309,-0.613403,-0.0012311,-1.18815848,-0.613403,-0.00208956,-2.016674871,-0.613403,-0.00279135,-2.693986007,-0.613403,-0.00338171,-3.263753889,-0.613403,-0.00456523,-4.405991989
-0.614471,-0.00122115,-1.178555542,-0.614471,-0.0012322,-1.189220111,-0.614471,-0.0020858,-2.013046022,-0.614471,-0.00278183,-2.68479807,-0.614471,-0.00338345,-3.265433197,-0.614471,-0.00457328,-4.4137612
-0.61554,-0.00122196,-1.179337289,-0.61554,-0.00123592,-1.192810355,-0.61554,-0.0020944,-2.021346048,-0.61554,-0.00278436,-2.687239822,-0.61554,-0.00337482,-3.257104217,-0.61554,-0.00458,-4.420246802
-0.616608,-0.0012237,-1.181016596,-0.616608,-0.00124271,-1.199363516,-0.616608,-0.00210522,-2.03178864,-0.616608,-0.00279477,-2.697286715,-0.616608,-0.00338678,-3.268647044,-0.616608,-0.00458769,-4.42766857
-0.617676,-0.0012259,-1.183139859,-0.617676,-0.00124602,-1.202558061,-0.617676,-0.00210908,-2.035514001,-0.617676,-0.00279601,-2.698483463,-0.617676,-0.00338017,-3.262267605,-0.617676,-0.00459512,-4.434839407
-0.618744,-0.00122826,-1.185417541,-0.618744,-0.00124545,-1.202007943,-0.618744,-0.00210557,-2.032126432,-0.618744,-0.00278889,-2.691611813,-0.618744,-0.00338506,-3.266987039,-0.618744,-0.00460309,-4.442531409
-0.619812,-0.00123073,-1.187801386,-0.619812,-0.00124633,-1.202857248,-0.619812,-0.00211145,-2.037801334,-0.619812,-0.00278666,-2.689459597,-0.619812,-0.00338127,-3.263329237,-0.619812,-0.00461007,-4.449267942
-0.62088,-0.00123255,-1.189557903,-0.62088,-0.00124542,-1.20197899,-0.62088,-0.00210804,-2.034510277,-0.62088,-0.00279118,-2.693821936,-0.62088,-0.00337634,-3.258571198,-0.62088,-0.00462015,-4.458996345
-0.621948,-0.00123363,-1.190600232,-0.621948,-0.00124484,-1.20141922,-0.621948,-0.00210583,-2.032377363,-0.621948,-0.0028012,-2.703492433,-0.621948,-0.00338343,-3.265413895,-0.621948,-0.00462829,-4.466852417
-0.623016,-0.00123449,-1.191430235,-0.623016,-0.00124553,-1.202085153,-0.623016,-0.00211174,-2.038081219,-0.623016,-0.0028009,-2.703202897,-0.623016,-0.00338987,-3.271629263,-0.623016,-0.00462663,-4.465250319
-0.624084,-0.00123516,-1.192076865,-0.624084,-0.00124764,-1.204121555,-0.624084,-0.00212088,-2.04690241,-0.624084,-0.00279747,-2.699892537,-0.624084,-0.00339932,-3.280749642,-0.624084,-0.00462934,-4.467865793
-0.625153,-0.00123601,-1.192897216,-0.625153,-0.00125035,-1.206737028,-0.625153,-0.00212204,-2.048021948,-0.625153,-0.00279973,-2.702073707,-0.625153,-0.00340657,-3.287746757,-0.625153,-0.00462135,-4.460154489
-0.626221,-0.00123749,-1.194325593,-0.626221,-0.00125108,-1.207441565,-0.626221,-0.00212997,-2.055675345,-0.626221,-0.00281496,-2.716772475,-0.626221,-0.00341793,-3.298710513,-0.626221,-0.00462674,-4.465356482
-0.627289,-0.00123939,-1.19615932,-0.627289,-0.00125086,-1.207229239,-0.627289,-0.00214093,-2.066253054,-0.627289,-0.00282269,-2.724232848,-0.627289,-0.00343292,-3.313177653,-0.627289,-0.00463004,-4.468541376
-0.628357,-0.00124176,-1.198446653,-0.628357,-0.00125185,-1.208184707,-0.628357,-0.00214607,-2.071213767,-0.628357,-0.00282663,-2.728035419,-0.628357,-0.00343116,-3.311479043,-0.628357,-0.00463865,-4.476851054
-0.629425,-0.00124441,-1.201004219,-0.629425,-0.00125287,-1.209169129,-0.629425,-0.00214446,-2.069659925,-0.629425,-0.00282923,-2.730544729,-0.629425,-0.0034405,-3.320493258,-0.629425,-0.00464508,-4.483056772
-0.630493,-0.00124669,-1.203204691,-0.630493,-0.0012546,-1.210838786,-0.630493,-0.00215318,-2.078075766,-0.630493,-0.00284216,-2.743023723,-0.630493,-0.00343616,-3.31630464,-0.630493,-0.00464919,-4.487023412
-0.631561,-0.00124863,-1.205077023,-0.631561,-0.00126105,-1.217063806,-0.631561,-0.00215772,-2.082457408,-0.631561,-0.00285774,-2.758060283,-0.631561,-0.00344007,-3.320078257,-0.631561,-0.00465562,-4.49322913
-0.632629,-0.00124997,-1.206370283,-0.632629,-0.00126588,-1.221725332,-0.632629,-0.00215532,-2.080141122,-0.632629,-0.00285701,-2.757355746,-0.632629,-0.00344836,-3.328079096,-0.632629,-0.0046572,-4.494754019
-0.633698,-0.00125126,-1.207615287,-0.633698,-0.0012691,-1.224833017,-0.633698,-0.00215466,-2.079504143,-0.633698,-0.00285093,-2.75148782,-0.633698,-0.00344736,-3.327113977,-0.633698,-0.00465966,-4.497128212
-0.634766,-0.00125338,-1.20966134,-0.634766,-0.00126812,-1.2238872,-0.634766,-0.00216314,-2.087688355,-0.634766,-0.00285773,-2.758050632,-0.634766,-0.0034526,-3.332171203,-0.634766,-0.00466632,-4.503555908
-0.635834,-0.00125573,-1.21192937,-0.635834,-0.00126595,-1.221792891,-0.635834,-0.00216167,-2.08626963,-0.635834,-0.002869,-2.768927527,-0.635834,-0.00345634,-3.335780749,-0.635834,-0.00467651,-4.513390474
-0.636902,-0.00125798,-1.214100889,-0.636902,-0.0012627,-1.218656253,-0.636902,-0.00216245,-2.087022423,-0.636902,-0.00287616,-2.775837782,-0.636902,-0.00346132,-3.340587044,-0.636902,-0.00468549,-4.522057246
-0.63797,-0.00125998,-1.216031128,-0.63797,-0.00126193,-1.217913111,-0.63797,-0.00216854,-2.0929,-0.63797,-0.00287501,-2.774727895,-0.63797,-0.00347156,-3.350469866,-0.63797,-0.00468627,-4.522810039
-0.639038,-0.00126102,-1.217034852,-0.639038,-0.0012633,-1.219235324,-0.639038,-0.0021717,-2.095949777,-0.639038,-0.00287603,-2.775712317,-0.639038,-0.00347093,-3.349861841,-0.639038,-0.00469527,-4.531496114
-0.640106,-0.00126151,-1.21750776,-0.640106,-0.00126826,-1.224022316,-0.640106,-0.00216696,-2.091375111,-0.640106,-0.00287883,-2.778414651,-0.640106,-0.00348101,-3.359590245,-0.640106,-0.00470727,-4.543077547
-0.641174,-0.00126221,-1.218183344,-0.641174,-0.00127205,-1.227680119,-0.641174,-0.00217154,-2.095795358,-0.641174,-0.00289031,-2.789494221,-0.641174,-0.00347987,-3.358490008,-0.641174,-0.00472594,-4.561096326
-0.642242,-0.00126378,-1.219698582,-0.642242,-0.00127566,-1.2311642,-0.642242,-0.00217169,-2.095940126,-0.642242,-0.00289355,-2.792621208,-0.642242,-0.00349052,-3.36876853,-0.642242,-0.00473731,-4.572069733
-0.643311,-0.00126621,-1.222043822,-0.643311,-0.00127505,-1.230575477,-0.643311,-0.00217111,-2.095380357,-0.643311,-0.00289276,-2.791858764,-0.643311,-0.00349673,-3.374761921,-0.643311,-0.00475186,-4.58611222
-0.644379,-0.00126867,-1.224418015,-0.644379,-0.00127265,-1.22825919,-0.644379,-0.00217195,-2.096191057,-0.644379,-0.00289832,-2.797224828,-0.644379,-0.00350015,-3.37806263,-0.644379,-0.00476568,-4.59945017
-0.645447,-0.00127018,-1.225875346,-0.645447,-0.00127165,-1.227294071,-0.645447,-0.00218499,-2.108776214,-0.645447,-0.00291047,-2.808951028,-0.645447,-0.00350859,-3.386208237,-0.645447,-0.00478116,-4.614390218
-0.646515,-0.00127077,-1.226444766,-0.646515,-0.00127303,-1.228625936,-0.646515,-0.002188,-2.111681223,-0.646515,-0.0029195,-2.817666056,-0.646515,-0.00351189,-3.389393131,-0.646515,-0.00479701,-4.629687361
-0.647583,-0.00127035,-1.226039416,-0.647583,-0.00127591,-1.23140548,-0.647583,-0.0021902,-2.113804486,-0.647583,-0.0029167,-2.814963722,-0.647583,-0.00352656,-3.403551433,-0.647583,-0.00480789,-4.640187859
-0.648651,-0.00126978,-1.225489298,-0.648651,-0.0012811,-1.236414449,-0.648651,-0.00219425,-2.117713219,-0.648651,-0.00292293,-2.820976416,-0.648651,-0.00352882,-3.405732603,-0.648651,-0.00481569,-4.647715791
-0.649719,-0.00127025,-1.225942904,-0.649719,-0.00128792,-1.242996564,-0.649719,-0.00220464,-2.12774081,-0.649719,-0.00294063,-2.838059029,-0.649719,-0.00353338,-3.410133547,-0.649719,-0.00483114,-4.662626885
-0.650787,-0.00127185,-1.227487095,-0.650787,-0.0012929,-1.247802858,-0.650787,-0.00220386,-2.126988017,-0.650787,-0.00295213,-2.849157902,-0.650787,-0.00354276,-3.419186367,-0.650787,-0.00484344,-4.674497854
-0.651855,-0.00127391,-1.229475241,-0.651855,-0.00129335,-1.248237162,-0.651855,-0.00220626,-2.129304303,-0.651855,-0.00295577,-2.852670937,-0.651855,-0.00354061,-3.41711136,-0.651855,-0.00484445,-4.675472624
-0.652924,-0.00127623,-1.231714318,-0.652924,-0.00129165,-1.246596459,-0.652924,-0.002216,-2.138704566,-0.652924,-0.00295604,-2.852931519,-0.652924,-0.00355892,-3.434782696,-0.652924,-0.00484403,-4.675067274
-0.653992,-0.0012778,-1.233229555,-0.653992,-0.00128821,-1.243276448,-0.653992,-0.00221657,-2.139254684,-0.653992,-0.00296254,-2.859204795,-0.653992,-0.00356478,-3.440438296,-0.653992,-0.00484563,-4.676611465
-0.65506,-0.00127916,-1.234542118,-0.65506,-0.0012854,-1.240564463,-0.65506,-0.00221743,-2.140084687,-0.65506,-0.00297362,-2.869898318,-0.65506,-0.003574,-3.449336697,-0.65506,-0.00484912,-4.679979732
-0.656128,-0.00128067,-1.235999448,-0.656128,-0.00128623,-1.241365512,-0.656128,-0.00222871,-2.150971234,-0.656128,-0.0029803,-2.876345315,-0.656128,-0.00358195,-3.457009396,-0.656128,-0.00484735,-4.678271471
-0.657196,-0.00128314,-1.238383293,-0.657196,-0.00129097,-1.245940178,-0.657196,-0.0022309,-2.153084845,-0.657196,-0.00297585,-2.872050534,-0.657196,-0.00358776,-3.462616739,-0.657196,-0.00484561,-4.676592163
-0.658264,-0.00128641,-1.241539233,-0.658264,-0.00129998,-1.254635903,-0.658264,-0.00223687,-2.158846608,-0.658264,-0.00297651,-2.872687513,-0.658264,-0.00360462,-3.478888652,-0.658264,-0.0048504,-4.681215085
-0.659332,-0.00129026,-1.245254943,-0.659332,-0.00130759,-1.261980462,-0.659332,-0.00224115,-2.162977319,-0.659332,-0.00298929,-2.885021739,-0.659332,-0.00360848,-3.482614013,-0.659332,-0.00486583,-4.696106877
-0.6604,-0.00129395,-1.248816233,-0.6604,-0.00131034,-1.26463454,-0.6604,-0.00225414,-2.17551422,-0.6604,-0.00299814,-2.893563045,-0.6604,-0.00362013,-3.493857654,-0.6604,-0.00488673,-4.716277872
-0.661469,-0.00129746,-1.252203803,-0.661469,-0.00131107,-1.265339077,-0.661469,-0.00226053,-2.181681333,-0.661469,-0.00300128,-2.89659352,-0.661469,-0.00363399,-3.507234209,-0.661469,-0.00490076,-4.729818497
-0.662537,-0.0013001,-1.254751718,-0.662537,-0.00130713,-1.261536507,-0.662537,-0.00226467,-2.185676927,-0.662537,-0.00300165,-2.896950614,-0.662537,-0.00364185,-3.514820047,-0.662537,-0.00491187,-4.740540974
-0.663605,-0.00130199,-1.256575793,-0.663605,-0.00130274,-1.257299633,-0.663605,-0.00227883,-2.199343017,-0.663605,-0.00301237,-2.907296694,-0.663605,-0.00365707,-3.529509164,-0.663605,-0.00492061,-4.748976117
-0.664673,-0.00130346,-1.257994519,-0.664673,-0.00130257,-1.257135563,-0.664673,-0.00228697,-2.207199089,-0.664673,-0.00303259,-2.926811408,-0.664673,-0.00366039,-3.532713361,-0.664673,-0.00493979,-4.767487107
-0.665741,-0.00130497,-1.259451849,-0.665741,-0.00130483,-1.259316732,-0.665741,-0.00228517,-2.205461874,-0.665741,-0.00304426,-2.938074351,-0.665741,-0.00366981,-3.541804785,-0.665741,-0.00495962,-4.786625424
-0.666809,-0.00130613,-1.260571388,-0.666809,-0.00131101,-1.26528117,-0.666809,-0.00228844,-2.208617815,-0.666809,-0.00304751,-2.941210989,-0.666809,-0.00368056,-3.552179819,-0.666809,-0.00497703,-4.803428153
-0.667877,-0.00130753,-1.261922555,-0.667877,-0.00131765,-1.271689563,-0.667877,-0.00229063,-2.210731426,-0.667877,-0.00306008,-2.95334254,-0.667877,-0.00369635,-3.567419054,-0.667877,-0.00499458,-4.820365998
-0.668945,-0.00130889,-1.263235117,-0.668945,-0.00132053,-1.274469107,-0.668945,-0.00229023,-2.210345378,-0.668945,-0.00307629,-2.968987125,-0.668945,-0.00371142,-3.581963403,-0.668945,-0.00501134,-4.836541399
-0.670013,-0.00131065,-1.264933727,-0.670013,-0.00132162,-1.275521087,-0.670013,-0.00228918,-2.209332003,-0.670013,-0.00309059,-2.982788333,-0.670013,-0.00371734,-3.58767691,-0.670013,-0.00503484,-4.859221705
-0.671082,-0.0013128,-1.267008734,-0.671082,-0.00132037,-1.274314688,-0.671082,-0.00229554,-2.215470162,-0.671082,-0.00308822,-2.980501,-0.671082,-0.00372849,-3.598437991,-0.671082,-0.0050456,-4.869606389
-0.67215,-0.00131517,-1.269296067,-0.67215,-0.00131952,-1.273494336,-0.67215,-0.0022999,-2.219678083,-0.67215,-0.00308927,-2.981514375,-0.67215,-0.00373545,-3.605155222,-0.67215,-0.00505481,-4.878495139
-0.673218,-0.00131745,-1.271496539,-0.673218,-0.00132087,-1.274797247,-0.673218,-0.00230483,-2.224436121,-0.673218,-0.00310301,-2.994775115,-0.673218,-0.00375022,-3.619410035,-0.673218,-0.00506926,-4.892441114
-0.674286,-0.00131965,-1.273619802,-0.674286,-0.00132458,-1.27837784,-0.674286,-0.00231208,-2.231433237,-0.674286,-0.00311488,-3.006231083,-0.674286,-0.00375501,-3.624032957,-0.674286,-0.00508414,-4.906802091
-0.675354,-0.00132174,-1.275636901,-0.675354,-0.00133149,-1.285046815,-0.675354,-0.00232005,-2.239125239,-0.675354,-0.00311554,-3.006868061,-0.675354,-0.00376435,-3.633047172,-0.675354,-0.00509556,-4.917823754
-0.676422,-0.00132426,-1.278069002,-0.676422,-0.00133948,-1.292758119,-0.676422,-0.00232298,-2.241953038,-0.676422,-0.00311055,-3.002052116,-0.676422,-0.00378178,-3.649869203,-0.676422,-0.00510163,-4.923682029
-0.67749,-0.00132701,-1.28072308,-0.67749,-0.00134409,-1.29720732,-0.67749,-0.00232812,-2.246913752,-0.67749,-0.00311197,-3.003422585,-0.67749,-0.00377802,-3.646240354,-0.67749,-0.00511467,-4.936267186
-0.678558,-0.00132998,-1.283589485,-0.678558,-0.00134398,-1.297101157,-0.678558,-0.00234008,-2.25845658,-0.678558,-0.00312574,-3.016712279,-0.678558,-0.0037891,-3.656933877,-0.678558,-0.00512632,-4.947510827
-0.679626,-0.00133246,-1.285982981,-0.679626,-0.00134261,-1.295778943,-0.679626,-0.00234619,-2.264353459,-0.679626,-0.00314,-3.030474882,-0.679626,-0.00379489,-3.662521918,-0.679626,-0.00514634,-4.966832517
-0.680695,-0.00133431,-1.287768452,-0.680695,-0.00134106,-1.294283008,-0.680695,-0.00235086,-2.268860567,-0.680695,-0.00314344,-3.033794892,-0.680695,-0.0037992,-3.666681583,-0.680695,-0.00516128,-4.9812514
-0.681763,-0.00133528,-1.288704618,-0.681763,-0.00134062,-1.293858355,-0.681763,-0.00236433,-2.281860725,-0.681763,-0.003146,-3.036265598,-0.681763,-0.00381421,-3.681168025,-0.681763,-0.00517049,-4.99014015
-0.682831,-0.00133613,-1.289524969,-0.682831,-0.00134402,-1.297139761,-0.682831,-0.00236956,-2.2869083,-0.682831,-0.00315956,-3.049352617,-0.682831,-0.00381815,-3.684970595,-0.682831,-0.00518011,-4.999424598
-0.683899,-0.00133765,-1.290991951,-0.683899,-0.00134859,-1.301550357,-0.683899,-0.00237325,-2.29046959,-0.683899,-0.00317492,-3.064176851,-0.683899,-0.00382823,-3.694698999,-0.683899,-0.00518964,-5.008622186
-0.684967,-0.00134038,-1.293626727,-0.684967,-0.00135468,-1.307427934,-0.684967,-0.00237857,-2.295604025,-0.684967,-0.00318611,-3.074976537,-0.684967,-0.00384267,-3.708635323,-0.684967,-0.00520798,-5.026322476
-0.686035,-0.00134447,-1.297574065,-0.686035,-0.00135855,-1.311162946,-0.686035,-0.00238856,-2.305245568,-0.686035,-0.00318805,-3.076848868,-0.686035,-0.0038552,-3.720728269,-0.686035,-0.00521723,-5.03524983
-0.687103,-0.00134885,-1.301801288,-0.687103,-0.00135785,-1.310487362,-0.687103,-0.00239056,-2.307175807,-0.687103,-0.00320227,-3.090572866,-0.687103,-0.00387542,-3.740242983,-0.687103,-0.00523547,-5.052853608
-0.688171,-0.001353,-1.305806533,-0.688171,-0.00135898,-1.311577947,-0.688171,-0.00239431,-2.310795004,-0.688171,-0.00322171,-3.109334787,-0.688171,-0.0038842,-3.748716731,-0.688171,-0.0052595,-5.076045427
-0.68924,-0.00135695,-1.309618755,-0.68924,-0.0013597,-1.312272833,-0.68924,-0.00240049,-2.316759442,-0.68924,-0.00323231,-3.119565052,-0.68924,-0.00389873,-3.762739916,-0.68924,-0.00527328,-5.089344772
-0.690308,-0.00136057,-1.313112487,-0.690308,-0.00136321,-1.315660402,-0.690308,-0.00240633,-2.322395739,-0.690308,-0.00323547,-3.12261483,-0.690308,-0.00391536,-3.778789851,-0.690308,-0.00529225,-5.107653087
-0.691376,-0.00136449,-1.316895755,-0.691376,-0.0013698,-1.322020539,-0.691376,-0.00241119,-2.32708622,-0.691376,-0.00323682,-3.123917741,-0.691376,-0.00392417,-3.787292553,-0.691376,-0.0053063,-5.121213014
-0.692444,-0.00136888,-1.321132629,-0.692444,-0.00137436,-1.326421484,-0.692444,-0.00241962,-2.335222176,-0.692444,-0.00325128,-3.137873367,-0.692444,-0.00393722,-3.799887361,-0.692444,-0.00532118,-5.135573991
-0.693512,-0.00137314,-1.325244038,-0.693512,-0.00137933,-1.331218127,-0.693512,-0.00242987,-2.34511465,-0.693512,-0.00326662,-3.152678299,-0.693512,-0.00395104,-3.813225311,-0.693512,-0.00533136,-5.145398906
-0.69458,-0.00137677,-1.328747421,-0.69458,-0.00138296,-1.33472151,-0.69458,-0.00243053,-2.345751629,-0.69458,-0.00326805,-3.154058419,-0.69458,-0.00397483,-3.836185501,-0.69458,-0.00534959,-5.162993033
-0.695648,-0.0013794,-1.331285685,-0.695648,-0.00138311,-1.334866278,-0.695648,-0.00243571,-2.350750947,-0.695648,-0.00327069,-3.156606335,-0.695648,-0.00398243,-3.843520409,-0.695648,-0.00536234,-5.175298305
